initial_token,token_with_border
шили,шил|и
швах,шва|х
драпая,дра|пая
лицу,лиц|у
элемир,элеми|р
гадите,гадит|е
охочи,охо|чи
шарфам,шарфа|м
гуаяве,гуаяв|е
адизы,ади|зы
дибаем,дибае|м
езды,езды
фьорд,фьор|д
имадам,имада|м
травы,тра|вы
отлове,отл|ове
гнейса,гне|йса
уделав,удела|в
чинная,чинна|я
молах,мол|ах
олега,оле|га
думки,думк|и
галиче,гал|иче
хмарь,хмарь
акоп,ако|п
ваилию,ваил|ию
надюше,над|юше
сплоив,сплои|в
маки,мак|и
ржанет,ржа|нет
лязге,лязг|е
дануте,данут|е
фахеде,фахед|е
башлык,баш|лык
лексус,лек|сус
фузею,фузею
веек,вее|к
парезе,парез|е
лузах,луз|ах
бурете,бур|ете
суккур,сук|кур
дярий,дяри|й
талыми,талым|и
кроит,кро|ит
пудрет,пуд|рет
умаляю,умаля|ю
чулыму,чулым|у
келпом,келпо|м
убивши,убивш|и
мамули,мам|ули
ладиею,ладие|ю
неясна,нея|сна
машете,машет|е
чехлит,чех|лит
фаязе,фаяз|е
служки,служк|и
асафе,аса|фе
бучной,бучно|й
ярушки,ярушк|и
сыгран,сыг|ран
чоной,чоно|й
ясоны,ясон|ы
робена,робен|а
пизой,пиз|ой
усищем,усище|м
медион,мед|ион
паяных,паяны|х
юнету,юнету
немцам,немца|м
плошал,плоша|л
гноив,гно|ив
выучу,выу|чу
мопсах,мопса|х
галону,гал|ону
юрики,юрик|и
хрипят,хрипя|т
куцыми,куцым|и
першем,пер|шем
сношен,сноше|н
рейл,рей|л
гущина,гущина
тагаза,тагаз|а
святок,свя|ток
акраме,акр|аме
силине,сил|ине
холсты,хол|сты
голбцы,гол|бцы
зажор,заж|ор
ахиару,ахиар|у
чагана,чаган|а
радомы,рад|омы
милане,мил|ане
жохами,жоха|ми
эндрю,энд|рю
изанн,изан|н
коноша,кон|оша
зыбуну,зыбун|у
равию,рав|ию
месишь,месиш|ь
пеку,пек|у
багита,баг|ита
зобато,зобат|о
байтны,байтн|ы
упёку,упё|ку
уличу,ули|чу
алорий,ало|рий
алфеей,алф|еей
шпулек,шпу|лек
лапчат,лап|чат
низов,низ|ов
гиалин,гиа|лин
шахски,шахск|и
омскую,омску|ю
ристаю,рис|таю
бегуче,бегуч|е
синой,син|ой
юркнув,юркну|в
ощупей,ощупе|й
члену,чле|ну
кушака,кушак|а
радома,рад|ома
ценило,ценил|о
ость,ост|ь
томцам,томца|м
литров,лит|ров
аркеле,аркел|е
телом,тел|ом
вуколе,вукол|е
кричал,кри|чал
пиана,пиа|на
штата,шта|та
алиану,алиан|у
сряжая,сряжа|я
ушибов,ушибо|в
карает,кар|ает
фойе,фой|е
высшую,выс|шую
клюв,клю|в
жаток,жато|к
мурчит,мур|чит
нагану,наг|ану
гнезде,гне|зде
очко,очк|о
крюгер,крю|гер
шедевр,шедев|р
озяб,озя|б
дева,дев|а
саудой,сау|дой
пистон,пис|тон
манящ,ман|ящ
фания,фан|ия
гаюине,гаюин|е
хьюнам,хьюна|м
рыбках,рыбка|х
дивят,дивя|т
анбару,анбар|у
фелюру,фелюр|у
дружба,дру|жба
ахитов,ахито|в
укипаю,укипа|ю
аудрою,ауд|рою
мерея,мер|ея
рясах,ряса|х
ранки,ран|ки
втёрся,втёрс|я
раням,раня|м
блузах,блуза|х
аибгу,аибгу
шарп,шар|п
упоите,упо|ите
седилю,седил|ю
клеруй,клеру|й
банных,банны|х
быту,быт|у
лота,лот|а
изошли,изо|шли
гнейс,гне|йс
въебая,въе|бая
смётку,смётк|у
сычеву,сыч|еву
гнёте,гнёте
тойон,той|он
таящий,таящ|ий
каинов,каи|нов
чинною,чинно|ю
солово,сол|ово
ауреля,аур|еля
смоква,смокв|а
алдису,алдис|у
имущее,иму|щее
сады,сад|ы
ахнешь,ахнеш|ь
сонет,сон|ет
тэям,тэя|м
гонец,гон|ец
енотом,енотом
выкую,вык|ую
херься,херьс|я
шайену,шайен|у
затвор,зат|вор
лычком,лычко|м
дорика,дор|ика
дажина,дажин|а
ухту,ухту
агонам,агона|м
уганде,уга|нде
вояжах,вояжа|х
вшах,вша|х
гучевы,гучев|ы
делору,дел|ору
вишист,вишис|т
роящим,роящ|им
кутьях,кутья|х
легчит,легчи|т
уличил,ули|чил
абиб,аби|б
сгнию,сгни|ю
фаями,фаям|и
чурок,чур|ок
тарам,тар|ам
оттужи,отт|ужи
прадо,пра|до
ланам,лан|ам
груда,гру|да
чухна,чух|на
енисей,ени|сей
мыза,мыз|а
тимки,тим|ки
чтишь,чтиш|ь
горпын,горпы|н
очками,очкам|и
горек,гор|ек
раёшен,раёше|н
эмир,эми|р
мелив,мел|ив
кентау,кен|тау
брюзга,брю|зга
сардам,сар|дам
айнул,айн|ул
куём,куё|м
алеут,але|ут
иэнджи,иэндж|и
фрауну,фраун|у
умолчи,умо|лчи
айей,айей
жестах,жеста|х
грузи,гру|зи
мудите,мудит|е
падуба,падуб|а
торчав,тор|чав
утопа,уто|па
ларям,ларя|м
крабе,кра|бе
бухает,бух|ает
матка,мат|ка
стожен,стоже|н
реймс,рей|мс
хромов,хро|мов
сбавил,сбави|л
песю,пес|ю
акипов,акипо|в
мнима,мни|ма
доился,доилс|я
горсты,гор|сты
красят,кра|сят
смылю,смы|лю
копит,коп|ит
синела,син|ела
иблис,ибли|с
яаннам,яанна|м
тмимых,тмимы|х
наточи,нат|очи
клеммы,клемм|ы
ручная,ручна|я
ранок,ран|ок
пропну,про|пну
мерва,мер|ва
холках,холка|х
выпяти,вып|яти
пролёт,про|лёт
федоте,фед|оте
хобзою,хобзо|ю
бобов,боб|ов
дробя,дро|бя
гадею,гад|ею
токмак,ток|мак
огнищ,огн|ищ
шикану,шик|ану
адовым,адовы|м
мушках,мушка|х
владик,вла|дик
сминай,сми|най
какают,какаю|т
латаем,латае|м
упрячу,упр|ячу
ависом,ависо|м
аурене,аурен|е
угасав,уга|сав
учёное,учёно|е
синые,син|ые
пещнее,пещне|е
урене,уре|не
сопу,соп|у
анюс,анюс
эллию,элл|ию
данаю,дан|аю
допой,доп|ой
кагул,каг|ул
алеты,але|ты
невод,нев|од
княжьи,кня|жьи
мангли,ман|гли
камзол,кам|зол
козьми,коз|ьми
власе,вла|се
дойдя,дойд|я
борисе,бор|исе
салоны,сал|оны
делать,дел|ать
клуням,клуня|м
задели,зад|ели
габору,габ|ору
уладят,уладя|т
тренду,тре|нду
авиату,ави|ату
нажуёт,нажуё|т
сочусь,сочус|ь
воски,вос|ки
